province,commune,zone,colline,type
BUTANYERERA,Ngozi,Mwumba,Karungura,colline
BUTANYERERA,Ngozi,Mwumba,Ntembe,colline
BUTANYERERA,Ngozi,Ngozi,Camugani,quartier
BUTANYERERA,Ngozi,Ngozi,Gabiro,quartier
BUTANYERERA,Ngozi,Ngozi,Gisagara,quartier
BUTANYERERA,Ngozi,Ngozi,Kanyami,quartier
BUTANYERERA,Ngozi,Ngozi,Kinyami,quartier
BUTANYERERA,Ngozi,Ngozi,Muremera,quartier
BUTANYERERA,Ngozi,Ngozi,Rubuye,quartier
BUTANYERERA,Ngozi,Ngozi,Rusuguti,quartier
BUTANYERERA,Ngozi,Ngozi,Shikiro,quartier
BUTANYERERA,Ngozi,Rukeco,Gatika,colline
BUTANYERERA,Ngozi,Rukeco,Kavumu,colline
BUTANYERERA,Ngozi,Rukeco,Kimagara,colline
BUTANYERERA,Ngozi,Rukeco,Mpondogoto,colline
BUTANYERERA,Ngozi,Rukeco,Murambi,colline
BUTANYERERA,Ngozi,Rukeco,Nyabizinu,colline
BUTANYERERA,Ngozi,Rukeco,Rumbaga,colline
BUTANYERERA,Ngozi,Rwabiriro,Burenza,colline
BUTANYERERA,Ngozi,Rwabiriro,Butaganda,colline
BUTANYERERA,Ngozi,Rwabiriro,Cahi,colline
BUTANYERERA,Ngozi,Rwabiriro,Kabataha,colline
BUTANYERERA,Ngozi,Rwabiriro,Rwabiriro,colline
BUTANYERERA,Tangara,Gasezerwa,Cumba,colline
BUTANYERERA,Tangara,Gasezerwa,Gitaramuka,colline
BUTANYERERA,Tangara,Gasezerwa,Mwika,colline
BUTANYERERA,Tangara,Gasezerwa,Nkanda,colline
BUTANYERERA,Tangara,Gasezerwa,Nyankurazo,colline
BUTANYERERA,Tangara,Gasezerwa,Nyarugati,colline
BUTANYERERA,Tangara,Gashikanwa,Cihonda,colline
BUTANYERERA,Tangara,Gashikanwa,Gashikanwa,colline
BUTANYERERA,Tangara,Gashikanwa,Kivumu,colline
BUTANYERERA,Tangara,Gashikanwa,Maruri,colline
BUTANYERERA,Tangara,Gashikanwa,Nini,colline
BUTANYERERA,Tangara,Gashikanwa,Rwizingwe,colline
BUTANYERERA,Tangara,Gatobo,Buhoro,colline
BUTANYERERA,Tangara,Gatobo,Butaganda,colline
BUTANYERERA,Tangara,Gatobo,Gitanga,colline
BUTANYERERA,Tangara,Gatobo,Musumba,colline
BUTANYERERA,Tangara,Gatobo,Ruhengeri,colline
BUTANYERERA,Tangara,Gatobo,Sigi,colline
BUTANYERERA,Tangara,Kabuye,Buganuka,colline
BUTANYERERA,Tangara,Kabuye,Kabuye,colline
BUTANYERERA,Tangara,Kabuye,Mubira,colline
BUTANYERERA,Tangara,Kabuye,Mukoni,colline
BUTANYERERA,Tangara,Kabuye,Mutobo,colline
BUTANYERERA,Tangara,Kabuye,Nyakibingo,colline
BUTANYERERA,Tangara,Kabuye,Nyamugari,colline
BUTANYERERA,Tangara,Kabuye,Rimiro,colline
BUTANYERERA,Tangara,Kabuye,Ruyaga,colline
BUTANYERERA,Tangara,Kananira,Kamira,colline
BUTANYERERA,Tangara,Kananira,Kananira,colline
BUTANYERERA,Tangara,Kananira,Muramba,colline
BUTANYERERA,Tangara,Kananira,Rugabo,colline
BUTANYERERA,Tangara,Kananira,Runini,colline
BUTANYERERA,Tangara,Kananira,Ruyogoro,colline
BUTANYERERA,Tangara,Mubanga,Gitwenzi,colline
BUTANYERERA,Tangara,Mubanga,Kimerejana,colline
BUTANYERERA,Tangara,Mubanga,Mihigo,colline
BUTANYERERA,Tangara,Mubanga,Mubanga,colline
BUTANYERERA,Tangara,Mubanga,Muhama,colline
BUTANYERERA,Tangara,Mubanga,Ntiba,colline
BUTANYERERA,Tangara,Musenyi,Bomba,colline
BUTANYERERA,Tangara,Musenyi,Gitwa,colline
BUTANYERERA,Tangara,Musenyi,Mafu,colline
BUTANYERERA,Tangara,Musenyi,Mirango,colline
BUTANYERERA,Tangara,Musenyi,Mugirampeke,colline
BUTANYERERA,Tangara,Musenyi,Musakazi,colline
BUTANYERERA,Tangara,Musenyi,Musenyi,colline
BUTANYERERA,Tangara,Musenyi,Nyagasebeyi,colline
BUTANYERERA,Tangara,Musenyi,Rushoka,colline
BUTANYERERA,Tangara,Musenyi,Ruyaga,colline
BUTANYERERA,Tangara,Ngoma,Butaha,colline
BUTANYERERA,Tangara,Ngoma,Gatukuza,colline
BUTANYERERA,Tangara,Ngoma,Kabamba,colline
BUTANYERERA,Tangara,Ngoma,Ngoma,colline
BUTANYERERA,Tangara,Ngoma,Rutanga,colline
BUTANYERERA,Tangara,Nyagatovu,Butezi,colline
BUTANYERERA,Tangara,Nyagatovu,Gikingo,colline
BUTANYERERA,Tangara,Nyagatovu,Kibande,colline
BUTANYERERA,Tangara,Nyagatovu,Mashitsi,colline
BUTANYERERA,Tangara,Nyagatovu,Nyagatovu,colline
BUTANYERERA,Tangara,Nyagatovu,Rukongwa,colline
BUTANYERERA,Tangara,Remera,Gatare,colline
BUTANYERERA,Tangara,Remera,Mafuro,colline
BUTANYERERA,Tangara,Remera,Remera,colline
BUTANYERERA,Tangara,Remera,Rusengo,colline
BUTANYERERA,Tangara,Remera,Rutambwe,colline
BUTANYERERA,Tangara,Remera,Sabunda,colline
BUTANYERERA,Tangara,Ruhororo,Bucamihigo,colline
BUTANYERERA,Tangara,Ruhororo,Buniha,colline
BUTANYERERA,Tangara,Ruhororo,Cagura,colline
BUTANYERERA,Tangara,Ruhororo,Gitamo,colline
BUTANYERERA,Tangara,Ruhororo,Gitanga,colline
BUTANYERERA,Tangara,Ruhororo,Gitaramuka,colline
BUTANYERERA,Tangara,Ruhororo,Kagoma,colline
BUTANYERERA,Tangara,Ruhororo,Kinyami,colline
BUTANYERERA,Tangara,Ruhororo,Rwamiko,colline
BUTANYERERA,Tangara,Taba,Banda,colline
BUTANYERERA,Tangara,Taba,Giturwe,colline
BUTANYERERA,Tangara,Taba,Kobero,colline
BUTANYERERA,Tangara,Taba,Nkoto,colline
BUTANYERERA,Tangara,Taba,Nyarunazi,colline
BUTANYERERA,Tangara,Taba,Nyinya,colline
BUTANYERERA,Tangara,Taba,Ryarunyinya,colline
BUTANYERERA,Tangara,Tangara,Bwitoyi,colline
BUTANYERERA,Tangara,Tangara,Gasekanya,colline
BUTANYERERA,Tangara,Tangara,Gisura,colline
BUTANYERERA,Tangara,Tangara,Kigomero,colline
BUTANYERERA,Tangara,Tangara,Kiruhura,colline
BUTANYERERA,Tangara,Tangara,Mbasi,colline
BUTANYERERA,Tangara,Tangara,Myando,colline
BUTANYERERA,Tangara,Tangara,Ngendo,colline
BUTANYERERA,Tangara,Tangara,Nyakabanda,colline
GITEGA,Bugendana,Bitare,Bitare,colline
GITEGA,Bugendana,Bitare,Carire,colline
GITEGA,Bugendana,Bitare,Gaterama,colline
GITEGA,Bugendana,Bitare,Gitongo,colline
GITEGA,Bugendana,Bitare,Kibasi,colline
GITEGA,Bugendana,Bitare,Kibungo,colline
GITEGA,Bugendana,Bitare,Runyeri,colline
GITEGA,Bugendana,Bugendana,Cishwa,colline
GITEGA,Bugendana,Bugendana,Jenda,colline
GITEGA,Bugendana,Bugendana,Mugitega,colline
GITEGA,Bugendana,Bugendana,Mukoro,colline
GITEGA,Bugendana,Bugendana,Mwurire,colline
GITEGA,Bugendana,Bugendana,Nkanda,colline
GITEGA,Bugendana,Bugendana,Rwingiri,colline
GITEGA,Bugendana,Gitongo,Gitongo,colline
GITEGA,Bugendana,Gitongo,Masango,colline
GITEGA,Bugendana,Gitongo,Muririmbo,colline
GITEGA,Bugendana,Gitongo,Muyange,colline
GITEGA,Bugendana,Gitongo,Muzenga,colline
GITEGA,Bugendana,Gitongo,Mwumba,colline
GITEGA,Bugendana,Gitongo,Nkongwe,colline
GITEGA,Bugendana,Mugera,Gitora,colline
GITEGA,Bugendana,Mugera,Mirama,colline
GITEGA,Bugendana,Mugera,Nyamagana,colline
GITEGA,Bugendana,Mugera,Rushanga,colline
GITEGA,Bugendana,Mutaho,Bigera,colline
GITEGA,Bugendana,Mutaho,Mushikanwa,colline
GITEGA,Bugendana,Mutaho,Mutaho,colline
GITEGA,Bugendana,Mutaho,Nyabisaka,colline
GITEGA,Bugendana,Mutaho,Nyangungu,colline
GITEGA,Bugendana,Mutaho,Bigera,quartier
GITEGA,Bugendana,Mutaho,Kigwati,quartier
GITEGA,Bugendana,Mutoyi,Mutoyi,colline
GITEGA,Bugendana,Mutoyi,Kivuvu,colline
GITEGA,Bugendana,Mutoyi,Nyagisenyi,colline
GITEGA,Bugendana,Mutoyi,Nyakeru,colline
GITEGA,Bugendana,Rwisabi,Gerangabo,colline
GITEGA,Bugendana,Rwisabi,Kidasha,colline
GITEGA,Bugendana,Rwisabi,Kinyinya,colline
GITEGA,Bugendana,Rwisabi,Kivoga,colline
GITEGA,Bugendana,Rwisabi,Ngoma,colline
GITEGA,Bugendana,Rwisabi,Nzove,colline
GITEGA,Bugendana,Rwisabi,Rurengera,colline
GITEGA,Gishubi,Bukirasazi,Bukirasazi,colline
GITEGA,Gishubi,Bukirasazi,Migano,colline
GITEGA,Gishubi,Bukirasazi,Mpingwe,colline
GITEGA,Gishubi,Bukirasazi,Nyambuye,colline
GITEGA,Gishubi,Bukirasazi,Rugoma,colline
GITEGA,Gishubi,Bukirasazi,Rwinyana,colline
GITEGA,Gishubi,Bukirasazi,Shaya,colline
GITEGA,Gishubi,Bukoro,Bihomvora,colline
GITEGA,Gishubi,Bukoro,Bikingi,colline
GITEGA,Gishubi,Bukoro,Bukoro,colline
GITEGA,Gishubi,Bukoro,Jurwe,colline
GITEGA,Gishubi,Bukoro,Masare,colline
GITEGA,Gishubi,Bukoro,Muhororo,colline
GITEGA,Gishubi,Buraza,Bubaji,colline
GITEGA,Gishubi,Buraza,Buraza,colline
GITEGA,Gishubi,Buraza,Buriza,colline
GITEGA,Gishubi,Buraza,Gicumbi,colline
GITEGA,Gishubi,Buraza,Kabumbe,colline
GITEGA,Gishubi,Buraza,Musebeyi,colline
GITEGA,Gishubi,Buraza,Ndava,colline
GITEGA,Gishubi,Butezi,Butemba,colline
GITEGA,Gishubi,Butezi,Butezi,colline
GITEGA,Gishubi,Butezi,Muyange,colline
GITEGA,Gishubi,Butezi,Ndago,colline
GITEGA,Gishubi,Gishubi,Bukwavu,colline
GITEGA,Gishubi,Gishubi,Gishubi,colline
GITEGA,Gishubi,Gishubi,Mugozi,colline
GITEGA,Gishubi,Gishubi,Muhuzu,colline
GITEGA,Gishubi,Gishubi,Munyinya,colline
GITEGA,Gishubi,Gishubi,Nyakigina,colline
GITEGA,Gishubi,Gishubi,Remera,colline
GITEGA,Gishubi,Gishubi,Ruhande,colline
GITEGA,Gishubi,Kavumu,Kibagara,colline
GITEGA,Gishubi,Kavumu,Kibaya,colline
GITEGA,Gishubi,Kavumu,Kinyonzo,colline
GITEGA,Gishubi,Kavumu,Mahonda,colline
GITEGA,Gishubi,Kavumu,Murama,colline
GITEGA,Gishubi,Kavumu,Nyakarambo,colline
GITEGA,Gishubi,Kavumu,Nyamugari,colline
GITEGA,Gishubi,Kibere,Bunyuka,colline
GITEGA,Gishubi,Kibere,Kibere,colline
GITEGA,Gishubi,Kibere,Nyamisure,colline
GITEGA,Gishubi,Kibere,Rugabano,colline
GITEGA,Gishubi,Kibere,Rukoki,colline
GITEGA,Gishubi,Kibuye,Buhanda,colline
GITEGA,Gishubi,Kibuye,Gasongati,colline
GITEGA,Gishubi,Kibuye,Kibuye,colline
GITEGA,Gishubi,Kibuye,Ruhinda,colline
GITEGA,Gishubi,Kibuye,Ruvumu,colline
GITEGA,Gishubi,Kibuye,Tema,colline
GITEGA,Gishubi,Mahonda,Bibate,colline
GITEGA,Gishubi,Mahonda,Bugega,colline
GITEGA,Gishubi,Mahonda,Gisura,colline
GITEGA,Gishubi,Mahonda,Gitaramuka,colline
GITEGA,Gishubi,Mahonda,Mahonda,colline
GITEGA,Gishubi,Mahonda,Maza,colline
GITEGA,Gishubi,Mahonda,Mugano,colline
GITEGA,Gishubi,Mahonda,Rweza,colline
GITEGA,Gishubi,Mugaruro,Bucana,colline
GITEGA,Gishubi,Mugaruro,Gatare,colline
GITEGA,Gishubi,Mugaruro,Gatoze,colline
GITEGA,Gishubi,Mugaruro,Kejari,colline
GITEGA,Gishubi,Mugaruro,Mikore,colline
GITEGA,Gishubi,Mugaruro,Mugaruro,colline
GITEGA,Gishubi,Mugaruro,Muhagaze,colline
GITEGA,Gishubi,Mugaruro,Mujejuru,colline
GITEGA,Gishubi,Mugaruro,Rukiga,colline
GITEGA,Gishubi,Mugaruro,Rwitamba,colline
GITEGA,Gishubi,Murambi,Gahembe,colline
GITEGA,Gishubi,Murambi,Gatwaro,colline
GITEGA,Gishubi,Murambi,Gitaramuka,colline
GITEGA,Gishubi,Murambi,Murambi,colline
GITEGA,Gishubi,Nyabiraba,Cimba,colline
GITEGA,Gishubi,Nyabiraba,Kayogoro,colline
GITEGA,Gishubi,Nyabiraba,Murangara,colline
GITEGA,Gishubi,Nyabiraba,Murehe,colline
GITEGA,Gishubi,Nyabiraba,Ntunda,colline
GITEGA,Gishubi,Nyabiraba,Nyamutobo,colline
GITEGA,Gishubi,Nyabiraba,Yanza,colline
GITEGA,Gishubi,Nyabitanga,Gikuka,colline
GITEGA,Gishubi,Nyabitanga,Kigomera,colline
GITEGA,Gishubi,Nyabitanga,Kigufi,colline
GITEGA,Gishubi,Nyabitanga,Musenga,colline
GITEGA,Gishubi,Nyabitanga,Ndago,colline
GITEGA,Gishubi,Nyabitanga,Nyakinazi,colline
GITEGA,Gishubi,Nyabitanga,Nyamirama,colline
GITEGA,Gishubi,Nyabitanga,Nyamugari,colline
GITEGA,Gishubi,Nyabitanga,Rurimbi,colline
GITEGA,Gishubi,Nyarusange,Biziya,colline
GITEGA,Gishubi,Nyarusange,Gasenyi,colline
GITEGA,Gishubi,Nyarusange,Kabimba,colline
GITEGA,Gishubi,Nyarusange,Kigara,colline
GITEGA,Gishubi,Nyarusange,Muzima,colline
GITEGA,Gishubi,Nyarusange,Nyarubenga,colline
GITEGA,Gishubi,Nyarusange,Tye,colline
GITEGA,Gishubi,Ryansoro,Mirango,colline
GITEGA,Gishubi,Ryansoro,Murenge,colline
GITEGA,Gishubi,Ryansoro,Ngaruzwa,colline
GITEGA,Gishubi,Ryansoro,Ntunda,colline
GITEGA,Gishubi,Ryansoro,Nyentambwe,colline
GITEGA,Gishubi,Ryansoro,Rusaga,colline
GITEGA,Gitega,Buhevyi,Buhoro,colline
GITEGA,Gitega,Buhevyi,Kagoma,colline
GITEGA,Gitega,Buhevyi,Kanyonga,colline
GITEGA,Gitega,Buhevyi,Rukobe,colline
GITEGA,Gitega,Buhevyi,Rutegama,colline
GITEGA,Gitega,Buhinda,Buhinda,colline
GITEGA,Gitega,Buhinda,Gihamagara,colline
GITEGA,Gitega,Buhinda,Kibogoye,colline
GITEGA,Gitega,Buhinda,Kirambi,colline
GITEGA,Gitega,Buhinda,Kiremba,colline
GITEGA,Gitega,Buhinda,Kugitega,colline
GITEGA,Gitega,Buhinda,Mugomera,colline
GITEGA,Gitega,Buhinda,Peniyere,colline
GITEGA,Gitega,Buhinda,Ruhanza,colline
GITEGA,Gitega,Giheta,Bihororo,colline
GITEGA,Gitega,Giheta,Gisuru,colline
GITEGA,Gitega,Giheta,Kibogoye,colline
GITEGA,Gitega,Giheta,Kiremera,colline
GITEGA,Gitega,Giheta,Korane,colline
GITEGA,Gitega,Giheta,Muremera,colline
GITEGA,Gitega,Giheta,Ruhanza,colline
GITEGA,Gitega,Giheta,Rutegama,colline
GITEGA,Gitega,Itaba,Butare,colline
GITEGA,Gitega,Itaba,Gisikara,colline
GITEGA,Gitega,Itaba,Itaba,colline
GITEGA,Gitega,Itaba,Kanyinya,colline
GITEGA,Gitega,Itaba,Karemba,colline
GITEGA,Gitega,Itaba,Kinyaruko,colline
GITEGA,Gitega,Itaba,Macu,colline
GITEGA,Gitega,Itaba,Mutanga,colline
GITEGA,Gitega,Itaba,Nkima,colline
GITEGA,Gitega,Kabanga,Gihehe,colline
GITEGA,Gitega,Kabanga,Gihuga,colline
GITEGA,Gitega,Kabanga,Kaguhu,colline
GITEGA,Gitega,Kabanga,Kibimba,colline
GITEGA,Gitega,Kabanga,Muray,colline
GITEGA,Gitega,Kabanga,Musama,colline
GITEGA,Gitega,Kabanga,Muyange,colline
GITEGA,Gitega,Kabanga,Nyamugari,colline
GITEGA,Gitega,Kabanga,Rweru,colline
GITEGA,Gitega,Kiriba,Gasunu,colline
GITEGA,Gitega,Kiriba,Gisarara,colline
GITEGA,Gitega,Kiriba,Gishuha,colline
GITEGA,Gitega,Kiriba,Kamonyi,colline
GITEGA,Gitega,Kiriba,Kibande,colline
GITEGA,Gitega,Kiriba,Kiriba,colline
GITEGA,Gitega,Kiriba,Masasu,colline
GITEGA,Gitega,Kiriba,Rubarasi,colline
GITEGA,Gitega,Kiriba,Rwingiri,colline
GITEGA,Gitega,Makebuko,Bugumbasha,colline
GITEGA,Gitega,Makebuko,Gasasa,colline
GITEGA,Gitega,Makebuko,Kagege,colline
GITEGA,Gitega,Makebuko,Makebuko,colline
GITEGA,Gitega,Makebuko,Mavuvu,colline
GITEGA,Gitega,Makebuko,Ngundu,colline
GITEGA,Gitega,Makebuko,Ntita,colline
GITEGA,Gitega,Makebuko,Rwanda,colline
GITEGA,Gitega,Makebuko,Rwesero,colline
GITEGA,Gitega,Maramvya,Buga,colline
GITEGA,Gitega,Maramvya,Janja,colline
GITEGA,Gitega,Maramvya,Karoba,colline
GITEGA,Gitega,Maramvya,Kiyange,colline
GITEGA,Gitega,Maramvya,Murago,colline
GITEGA,Gitega,Maramvya,Musave,colline
GITEGA,Gitega,Maramvya,Muyange,colline
GITEGA,Gitega,Maramvya,Rusagara,colline
GITEGA,Gitega,Maramvya,Rwezamenyo,colline
GITEGA,Gitega,Maramvya,Simba,colline
GITEGA,Gitega,Mariza,Bukinga,colline
GITEGA,Gitega,Mariza,Kanyinya,colline
GITEGA,Gitega,Mariza,Mitimire,colline
GITEGA,Gitega,Mariza,Mubuga,colline
GITEGA,Gitega,Mariza,Nyarunazi,colline
GITEGA,Gitega,Mubuga,Bukwazo,colline
GITEGA,Gitega,Mubuga,Karenda,colline
GITEGA,Gitega,Mubuga,Kimanama,colline
GITEGA,Gitega,Mubuga,Mirama,colline
GITEGA,Gitega,Mubuga,Mubuga,colline
GITEGA,Gitega,Mubuga,Mukanda,colline
GITEGA,Gitega,Mubuga,Murirwe,colline
GITEGA,Gitega,Mubuga,Ngobeke,colline
GITEGA,Gitega,Mungwa,Bihanga,colline
GITEGA,Gitega,Mungwa,Kibiri,colline
GITEGA,Gitega,Mungwa,Rutoke,colline
GITEGA,Gitega,Mungwa,Rweza,colline
GITEGA,Gitega,Mungwa,Butamuheba,quartier
GITEGA,Gitega,Mungwa,Jimbi,quartier
GITEGA,Gitega,Mungwa,Karera,quartier
GITEGA,Gitega,Mungwa,Mugoboka,quartier
GITEGA,Gitega,Mungwa,Mungwa,quartier
GITEGA,Gitega,Mungwa,Ntobwe,quartier
GITEGA,Gitega,Murenda,Butobwe,colline
GITEGA,Gitega,Murenda,Gasagara,colline
GITEGA,Gitega,Murenda,Gasenyi,colline
GITEGA,Gitega,Murenda,Muhororo,colline
GITEGA,Gitega,Murenda,Murenda,colline
GITEGA,Gitega,Murenda,Mwanzari,colline
GITEGA,Gitega,Murenda,Mwumba,colline
GITEGA,Gitega,Murenda,Nyamagandika,colline
GITEGA,Gitega,Murenda,Rutanganika,colline
GITEGA,Gitega,Nyamugari,Bwoga,quartier
GITEGA,Gitega,Nyamugari,Magarama,quartier
GITEGA,Gitega,Nyamugari,Musave,quartier
GITEGA,Gitega,Nyamugari,Mushasha,quartier
GITEGA,Gitega,Nyamugari,Musinzira,quartier
GITEGA,Gitega,Nyamugari,Nyabisindu,quartier
GITEGA,Gitega,Nyamugari,Nyabututsi,quartier
GITEGA,Gitega,Nyamugari,Nyamugari,quartier
GITEGA,Gitega,Nyamugari,Rango,quartier
GITEGA,Gitega,Nyamugari,Shatanya,quartier
GITEGA,Gitega,Nyamugari,Yoba,quartier
GITEGA,Gitega,Rutegama,Higiro,colline
GITEGA,Gitega,Rutegama,Gitamo,colline
GITEGA,Gitega,Rutegama,Nyakibingo,colline
GITEGA,Gitega,Rutegama,Birohe,quartier
GITEGA,Gitega,Rutegama,Ceru,quartier
GITEGA,Gitega,Rutegama,Mahonda,quartier
GITEGA,Gitega,Rutegama,Mugutu,quartier
GITEGA,Gitega,Rutegama,Rubarasi,quartier
GITEGA,Gitega,Rutegama,Rukoba,quartier
GITEGA,Gitega,Rutegama,Rutegama,quartier
GITEGA,Gitega,Rutegama,Songa,quartier
GITEGA,Gitega,Rutegama,Zege,quartier
GITEGA,Gitega,Rutegama,Rubamvyi,colline
GITEGA,Karusi,Bugenyuzi,Bugenyuzi,colline
GITEGA,Karusi,Bugenyuzi,Canzikiro,colline
GITEGA,Karusi,Bugenyuzi,Cuba,colline
GITEGA,Karusi,Bugenyuzi,Gashanga,colline
GITEGA,Karusi,Bugenyuzi,Kanazi,colline
GITEGA,Karusi,Bugenyuzi,Kigufi,colline
GITEGA,Karusi,Bugenyuzi,Kiranda,colline
GITEGA,Karusi,Bugenyuzi,Muramba,colline
GITEGA,Karusi,Bugenyuzi,Muyange,colline
GITEGA,Karusi,Bugenyuzi,Nyagoba,colline
GITEGA,Karusi,Buhiga,Buhiga,colline
GITEGA,Karusi,Buhiga,Gitanga,colline
GITEGA,Karusi,Buhiga,Karunyinya,colline
GITEGA,Karusi,Buhiga,Magamba,colline
GITEGA,Karusi,Buhiga,Mwoya,colline
GITEGA,Karusi,Buhiga,Nzibariba,colline
GITEGA,Karusi,Buhiga,Ramvya,colline
GITEGA,Karusi,Buhiga,Ruvumu,colline
GITEGA,Karusi,Buhiga,Rwingoma,colline
GITEGA,Karusi,Buhindye,Buhindye,colline
GITEGA,Karusi,Buhindye,Gishikanwa,colline
GITEGA,Karusi,Buhindye,Kidahwe,colline
GITEGA,Karusi,Buhindye,Nyamirambo,colline
GITEGA,Karusi,Buhindye,Rwandagaro,colline
GITEGA,Karusi,Buhindye,Teme,colline
GITEGA,Karusi,Buhinyuza,Buhinyuza,colline
GITEGA,Karusi,Buhinyuza,Bushirambeho,colline
GITEGA,Karusi,Buhinyuza,Gisenyi,colline
GITEGA,Karusi,Buhinyuza,Kanyange,colline
GITEGA,Karusi,Buhinyuza,Nkoronko,colline
GITEGA,Karusi,Buhinyuza,Rutegama,colline
GITEGA,Karusi,Cirambo,Cirambo,colline
GITEGA,Karusi,Cirambo,Kinyota,colline
GITEGA,Karusi,Cirambo,Kiyange,colline
GITEGA,Karusi,Cirambo,Maramvya,colline
GITEGA,Karusi,Cirambo,Rusagara,colline
GITEGA,Karusi,Cirambo,Rwizingwe,colline
GITEGA,Karusi,Gisimbawaga,Butaha,colline
GITEGA,Karusi,Gisimbawaga,Gasera,colline
GITEGA,Karusi,Gisimbawaga,Gisimbawaga,colline
GITEGA,Karusi,Gisimbawaga,Kibuye,colline
GITEGA,Karusi,Gisimbawaga,Mutara,colline
GITEGA,Karusi,Gitaramuka,Gasasa,colline
GITEGA,Karusi,Gitaramuka,Gitaramuka,colline
GITEGA,Karusi,Gitaramuka,Kagwa,colline
GITEGA,Karusi,Gitaramuka,Kibenga,colline
GITEGA,Karusi,Gitaramuka,Nyarutovu,colline
GITEGA,Karusi,Gitaramuka,Rubuga,colline
GITEGA,Karusi,Kibumbwe,Gasekanya,colline
GITEGA,Karusi,Kibumbwe,Kibumbwe,colline
GITEGA,Karusi,Kibumbwe,Mugende,colline
GITEGA,Karusi,Kibumbwe,Muvumu,colline
GITEGA,Karusi,Kibumbwe,Nyakabugu,colline
GITEGA,Karusi,Mayenzi,Burenza,colline
GITEGA,Karusi,Mayenzi,Cigati,colline
GITEGA,Karusi,Mayenzi,Gasenyi,colline
GITEGA,Karusi,Mayenzi,Karamba,colline
GITEGA,Karusi,Mayenzi,Mayenzi,colline
GITEGA,Karusi,Mayenzi,Rudaraza,colline
GITEGA,Karusi,Mayenzi,Rutonganikwa,colline
GITEGA,Karusi,Mayenzi,Ruyaga,colline
GITEGA,Karusi,Mayenzi,Shanga,colline
GITEGA,Karusi,Mubaragaza,Kigoma,colline
GITEGA,Karusi,Mubaragaza,Mubaragaza,colline
GITEGA,Karusi,Mubaragaza,Musenga,colline
GITEGA,Karusi,Mubaragaza,Sagara,colline
GITEGA,Karusi,Mubaragaza,Yagizo,colline
GITEGA,Karusi,Muhweza,Banda,colline
GITEGA,Karusi,Muhweza,Kajeri,colline
GITEGA,Karusi,Muhweza,Karuri,colline
GITEGA,Karusi,Muhweza,Muhweza,colline
GITEGA,Karusi,Muhweza,Nyamabega,colline
GITEGA,Karusi,Muhweza,Rukamba,colline
GITEGA,Karusi,Mutumba,Bibara,colline
GITEGA,Karusi,Mutumba,Kanyinya,colline
GITEGA,Karusi,Mutumba,Rabiro,colline
GITEGA,Karusi,Mutumba,Rwangara,colline
GITEGA,Karusi,Ntunda,Bikinga,colline
GITEGA,Karusi,Ntunda,Bugwana,colline
GITEGA,Karusi,Ntunda,Kigozi,colline
GITEGA,Karusi,Ntunda,Ngayane,colline
GITEGA,Karusi,Ntunda,Ntunda,colline
GITEGA,Karusi,Nyamugari,Kigoma,quartier
GITEGA,Karusi,Nyamugari,Kigwati,quartier
GITEGA,Karusi,Nyamugari,Nyamugari,quartier
GITEGA,Karusi,Nyamugari,Rubimba,quartier
GITEGA,Karusi,Nyaruhinda,Gahahe,colline
GITEGA,Karusi,Nyaruhinda,Gahashi,colline
GITEGA,Karusi,Nyaruhinda,Gitandu,colline
GITEGA,Karusi,Nyaruhinda,Nyaruhinda,colline
GITEGA,Karusi,Nyaruhinda,Ruhata,colline
GITEGA,Karusi,Rugazi,Bonero,colline
GITEGA,Karusi,Rugazi,Burenza,colline
GITEGA,Karusi,Rugazi,Mubaya,colline
GITEGA,Karusi,Rugazi,Munyinya,colline
GITEGA,Karusi,Rugazi,Rugazi,colline
GITEGA,Karusi,Rugazi,Rusengo,colline
GITEGA,Karusi,Rugazi,Tambi,colline
GITEGA,Kiganda,Buhangura,Buhangura,colline
GITEGA,Kiganda,Buhangura,Burenza,colline
GITEGA,Kiganda,Buhangura,Janga,colline
GITEGA,Kiganda,Buhangura,Masama,colline
GITEGA,Kiganda,Buhangura,Mubuga,colline
GITEGA,Kiganda,Buhangura,Rugari,colline
GITEGA,Kiganda,Gasura,Gasenyi,colline
GITEGA,Kiganda,Gasura,Kabuye,colline
GITEGA,Kiganda,Gasura,Kigabiro,colline
GITEGA,Kiganda,Gasura,Murehe,colline
GITEGA,Kiganda,Gasura,Nete,colline
GITEGA,Kiganda,Gasura,Taba,colline
GITEGA,Kiganda,Gatabo,Kivyeyi,colline
GITEGA,Kiganda,Gatabo,Martyazo,colline
GITEGA,Kiganda,Gatabo,Murambi,colline
GITEGA,Kiganda,Gatabo,Nyagisozi,colline
GITEGA,Kiganda,Gatabo,Gatabo,quartier
GITEGA,Kiganda,Kanyami,Gahweza,colline
GITEGA,Kiganda,Kanyami,Kanyami,colline
GITEGA,Kiganda,Kanyami,Musongati,colline
GITEGA,Kiganda,Kanyami,Ngara,colline
GITEGA,Kiganda,Kiganda,Burenza,colline
GITEGA,Kiganda,Kiganda,Kanerwa,colline
GITEGA,Kiganda,Kiganda,Kiganda,colline
GITEGA,Kiganda,Kiganda,Nkomwe,colline
GITEGA,Kiganda,Mushikamo,Bupfunda,colline
GITEGA,Kiganda,Mushikamo,Munyinya,colline
