province,commune,zone,colline,type
BUTANYERERA,Kiremba,Birambi,Shinge,colline
BUTANYERERA,Kiremba,Birambi,Shoza,colline
BUTANYERERA,Kiremba,Bugina,Bitagazwa,colline
BUTANYERERA,Kiremba,Bugina,Bunogera,colline
BUTANYERERA,Kiremba,Bugina,Kibuye,colline
BUTANYERERA,Kiremba,Bugina,Kidasha,colline
BUTANYERERA,Kiremba,Bugina,Kivoga,colline
BUTANYERERA,Kiremba,Bugina,Migongo,colline
BUTANYERERA,Kiremba,Bugina,Nkomero,colline
BUTANYERERA,Kiremba,Bugina,Nyabikenke,colline
BUTANYERERA,Kiremba,Bugina,Nyamarobe,colline
BUTANYERERA,Kiremba,Bugina,Ragwe,colline
BUTANYERERA,Kiremba,Cindonyi,Bisiga,colline
BUTANYERERA,Kiremba,Cindonyi,Kagoti,colline
BUTANYERERA,Kiremba,Cindonyi,Kidasha,colline
BUTANYERERA,Kiremba,Cindonyi,Kirungu,colline
BUTANYERERA,Kiremba,Cindonyi,Nyambo,colline
BUTANYERERA,Kiremba,Cindonyi,Rubaya,colline
BUTANYERERA,Kiremba,Cindonyi,Rusave,colline
BUTANYERERA,Kiremba,Gakere,Cayi,colline
BUTANYERERA,Kiremba,Gakere,Gakere,colline
BUTANYERERA,Kiremba,Gakere,Kibande,colline
BUTANYERERA,Kiremba,Gakere,Kibezi,colline
BUTANYERERA,Kiremba,Gakere,Kiremera,colline
BUTANYERERA,Kiremba,Gakere,Kiyange,colline
BUTANYERERA,Kiremba,Gakere,Munagano,colline
BUTANYERERA,Kiremba,Gakere,Ngeramigongo,colline
BUTANYERERA,Kiremba,Gakere,Ruvumu,colline
BUTANYERERA,Kiremba,Giheta,Bihangare,colline
BUTANYERERA,Kiremba,Giheta,Bitambwe,colline
BUTANYERERA,Kiremba,Giheta,Congori,colline
BUTANYERERA,Kiremba,Giheta,Gicumbi,colline
BUTANYERERA,Kiremba,Giheta,Kidobori,colline
BUTANYERERA,Kiremba,Giheta,Masama,colline
BUTANYERERA,Kiremba,Giheta,Muhuzo,colline
BUTANYERERA,Kiremba,Giheta,Nyamurenge,colline
BUTANYERERA,Kiremba,Kiremba,Cagwa,colline
BUTANYERERA,Kiremba,Kiremba,Gahororo,colline
BUTANYERERA,Kiremba,Kiremba,Gatwaro,colline
BUTANYERERA,Kiremba,Kiremba,Gisuka,colline
BUTANYERERA,Kiremba,Kiremba,Gitaro,colline
BUTANYERERA,Kiremba,Kiremba,Kiremba,colline
BUTANYERERA,Kiremba,Kiremba,Masasu,colline
BUTANYERERA,Kiremba,Kiremba,Mugerera,colline
BUTANYERERA,Kiremba,Kiremba,Musanga,colline
BUTANYERERA,Kiremba,Kiremba,Ruhama,colline
BUTANYERERA,Kiremba,Kiremba,Ruyumpu,colline
BUTANYERERA,Kiremba,Kiremba,Rwimbogo,colline
BUTANYERERA,Kiremba,Marangara,Burenge,colline
BUTANYERERA,Kiremba,Marangara,Gisekuro,colline
BUTANYERERA,Kiremba,Marangara,Kagina,colline
BUTANYERERA,Kiremba,Marangara,Kigoma,colline
BUTANYERERA,Kiremba,Marangara,Kigufi,colline
BUTANYERERA,Kiremba,Marangara,Kizenga,colline
BUTANYERERA,Kiremba,Marangara,Makaba,colline
BUTANYERERA,Kiremba,Marangara,Ndihwe,colline
BUTANYERERA,Kiremba,Marangara,Nyakibari,colline
BUTANYERERA,Kiremba,Marangara,Nyamugari,colline
BUTANYERERA,Kiremba,Marangara,Nyanza,colline
BUTANYERERA,Kiremba,Marangara,Ruramba,colline
BUTANYERERA,Kiremba,Musasa,Buhama,colline
BUTANYERERA,Kiremba,Musasa,Butare,colline
BUTANYERERA,Kiremba,Musasa,Canamo,colline
BUTANYERERA,Kiremba,Musasa,Kabanga,colline
BUTANYERERA,Kiremba,Musasa,Kabari,colline
BUTANYERERA,Kiremba,Musasa,Kagarama,colline
BUTANYERERA,Kiremba,Musasa,Masoro,colline
BUTANYERERA,Kiremba,Musasa,Mufigi,colline
BUTANYERERA,Kiremba,Musasa,Musasa,colline
BUTANYERERA,Kiremba,Musasa,Ruhata,colline
BUTANYERERA,Kiremba,Musasa,Rutobo,colline
BUTANYERERA,Kiremba,Nyamugari,Burenza,colline
BUTANYERERA,Kiremba,Nyamugari,Gikomero,colline
BUTANYERERA,Kiremba,Nyamugari,Higiro,colline
BUTANYERERA,Kiremba,Nyamugari,Mutara,colline
BUTANYERERA,Kiremba,Nyamugari,Nyunzwe,colline
BUTANYERERA,Kiremba,Nyamugari,Renga,colline
BUTANYERERA,Kiremba,Nyamugari,Rugomba,colline
BUTANYERERA,Kiremba,Nyamugari,Runda,colline
BUTANYERERA,Kiremba,Nyamurenza,Gasegerwa,colline
BUTANYERERA,Kiremba,Nyamurenza,Gicu,colline
BUTANYERERA,Kiremba,Nyamurenza,Gikingo,colline
BUTANYERERA,Kiremba,Nyamurenza,Gitare,colline
BUTANYERERA,Kiremba,Nyamurenza,Kaganda,colline
BUTANYERERA,Kiremba,Nyamurenza,Kagoma,colline
BUTANYERERA,Kiremba,Nyamurenza,Kajaga,colline
BUTANYERERA,Kiremba,Nyamurenza,Mubungere,colline
BUTANYERERA,Kiremba,Nyamurenza,Mugende,colline
BUTANYERERA,Kiremba,Nyamurenza,Nyabikenke,colline
BUTANYERERA,Kiremba,Nyamurenza,Nyarusange,colline
BUTANYERERA,Kirundo,Bugabira,Gacamirindi,colline
BUTANYERERA,Kirundo,Bugabira,Ntaho,colline
BUTANYERERA,Kirundo,Bugabira,Ruhehe,colline
BUTANYERERA,Kirundo,Bugabira,Rusugi,colline
BUTANYERERA,Kirundo,Bukuba,Bwinyana,colline
BUTANYERERA,Kirundo,Bukuba,Canzikiro,colline
BUTANYERERA,Kirundo,Bukuba,Gahe,colline
BUTANYERERA,Kirundo,Bukuba,Muramba,colline
BUTANYERERA,Kirundo,Bukuba,Muyebe,colline
BUTANYERERA,Kirundo,Bukuba,Nyagatovu,colline
BUTANYERERA,Kirundo,Bukuba,Nyabihanga,colline
BUTANYERERA,Kirundo,Bukuba,Rwisuri,colline
BUTANYERERA,Kirundo,Cendajuru,Canika,colline
BUTANYERERA,Kirundo,Cendajuru,Cendajuru,colline
BUTANYERERA,Kirundo,Cendajuru,Kabirizi,colline
BUTANYERERA,Kirundo,Cendajuru,Kigobe,colline
BUTANYERERA,Kirundo,Cendajuru,Kiziba,colline
BUTANYERERA,Kirundo,Cendajuru,Ngere,colline
BUTANYERERA,Kirundo,Cendajuru,Nyamisagara,colline
BUTANYERERA,Kirundo,Cendajuru,Rwamikore,colline
BUTANYERERA,Kirundo,Cewe,Ceru,colline
BUTANYERERA,Kirundo,Cewe,Cewe,colline
BUTANYERERA,Kirundo,Cewe,Rukuramigabo,colline
BUTANYERERA,Kirundo,Cewe,Runyonza,colline
BUTANYERERA,Kirundo,Gashingwa,Burarana,colline
BUTANYERERA,Kirundo,Gashingwa,Gashingwa,colline
BUTANYERERA,Kirundo,Gashingwa,Kavumu,colline
BUTANYERERA,Kirundo,Gashingwa,Kiraro,colline
BUTANYERERA,Kirundo,Gashingwa,Kirima,colline
BUTANYERERA,Kirundo,Gashingwa,Martyazo,colline
BUTANYERERA,Kirundo,Gashingwa,Nyakibanda,colline
BUTANYERERA,Kirundo,Gashingwa,Nyamivuma,colline
BUTANYERERA,Kirundo,Gashingwa,Nyamyumba,colline
BUTANYERERA,Kirundo,Gashingwa,Rugeri,colline
BUTANYERERA,Kirundo,Gihosha,Gakana,colline
BUTANYERERA,Kirundo,Gihosha,Gihosha,colline
BUTANYERERA,Kirundo,Gihosha,Kinyangurube,colline
BUTANYERERA,Kirundo,Gihosha,Mutara,colline
BUTANYERERA,Kirundo,Gihosha,Mwenya,colline
BUTANYERERA,Kirundo,Gihosha,Rugero,colline
BUTANYERERA,Kirundo,Gihosha,Shinge,colline
BUTANYERERA,Kirundo,Gikuyo,Bugera,colline
BUTANYERERA,Kirundo,Gikuyo,Busenyi,colline
BUTANYERERA,Kirundo,Gikuyo,Cumva,colline
BUTANYERERA,Kirundo,Gikuyo,Gikuyo,colline
BUTANYERERA,Kirundo,Gikuyo,Kanyinya,colline
BUTANYERERA,Kirundo,Gikuyo,Karamagi,colline
BUTANYERERA,Kirundo,Gikuyo,Mataka,colline
BUTANYERERA,Kirundo,Gikuyo,Rambo,colline
BUTANYERERA,Kirundo,Kavomo,Kavomo,colline
BUTANYERERA,Kirundo,Kavomo,Kireka,colline
BUTANYERERA,Kirundo,Kavomo,Kiyanza,colline
BUTANYERERA,Kirundo,Kavomo,Muramba,colline
BUTANYERERA,Kirundo,Kavomo,Yaranda,colline
BUTANYERERA,Kirundo,Kigina,Gaturanda,colline
BUTANYERERA,Kirundo,Kigina,Gitorongero,colline
BUTANYERERA,Kirundo,Kigina,Karisha,colline
BUTANYERERA,Kirundo,Kigina,Kigina,colline
BUTANYERERA,Kirundo,Kigina,Nyabikenke,colline
BUTANYERERA,Kirundo,Kigoma,Kigoma,colline
BUTANYERERA,Kirundo,Kigoma,Muyange,colline
BUTANYERERA,Kirundo,Kigoma,Nyamata,colline
BUTANYERERA,Kirundo,Kigoma,Rugando,colline
BUTANYERERA,Kirundo,Kigoma,Rugasa,colline
BUTANYERERA,Kirundo,Kigoma,Saruduha,colline
BUTANYERERA,Kirundo,Kigoma,Shenga,colline
BUTANYERERA,Kirundo,Kiri,Cimo,colline
BUTANYERERA,Kirundo,Kiri,Kiri,colline
BUTANYERERA,Kirundo,Kiri,Mubuga,colline
BUTANYERERA,Kirundo,Kiri,Mugombwa,colline
BUTANYERERA,Kirundo,Kiri,Munyinya,colline
BUTANYERERA,Kirundo,Kiri,Ngaragu,colline
BUTANYERERA,Kirundo,Kiri,Ntembe,colline
BUTANYERERA,Kirundo,Kirundo,Murama,colline
BUTANYERERA,Kirundo,Kirundo,Bushaza,quartier
BUTANYERERA,Kirundo,Kirundo,Kavogero,quartier
BUTANYERERA,Kirundo,Kirundo,Kumahoro,quartier
BUTANYERERA,Kirundo,Kirundo,Rupfunda,quartier
BUTANYERERA,Kirundo,Kirundo,Windora,quartier
BUTANYERERA,Kirundo,Kiyonza,Cindonyi,colline
BUTANYERERA,Kirundo,Kiyonza,Cinuma,colline
BUTANYERERA,Kirundo,Kiyonza,Gasagara,colline
BUTANYERERA,Kirundo,Kiyonza,Kiyonza,colline
BUTANYERERA,Kirundo,Kiyonza,Ninda,colline
BUTANYERERA,Kirundo,Kiyonza,Nunga,colline
BUTANYERERA,Kirundo,Kiyonza,Nyakarama,colline
BUTANYERERA,Kirundo,Kiyonza,Rubuga,colline
BUTANYERERA,Kirundo,Kiyonza,Rutamo,colline
BUTANYERERA,Kirundo,Mugendo,Buringanire,colline
BUTANYERERA,Kirundo,Mugendo,Carubambo,colline
BUTANYERERA,Kirundo,Mugendo,Kinyovu,colline
BUTANYERERA,Kirundo,Mugendo,Makombe,colline
BUTANYERERA,Kirundo,Mugendo,Mariza,colline
BUTANYERERA,Kirundo,Mugendo,Mugendo,colline
BUTANYERERA,Kirundo,Mugendo,Ntango,colline
BUTANYERERA,Kirundo,Mugendo,Rutagara,colline
BUTANYERERA,Kirundo,Mugendo,Sasa,colline
BUTANYERERA,Kirundo,Murungurira,Gitwenzi,colline
BUTANYERERA,Kirundo,Murungurira,Kamenya,colline
BUTANYERERA,Kirundo,Murungurira,Kanyagu,colline
BUTANYERERA,Kirundo,Murungurira,Kigina,colline
BUTANYERERA,Kirundo,Murungurira,Murungurira,colline
BUTANYERERA,Kirundo,Murungurira,Susa,colline
BUTANYERERA,Kirundo,Ntega,Gasave,colline
BUTANYERERA,Kirundo,Ntega,Kigaga,colline
BUTANYERERA,Kirundo,Ntega,Mihigo,colline
BUTANYERERA,Kirundo,Ntega,Monge,colline
BUTANYERERA,Kirundo,Ntega,Ntega,colline
BUTANYERERA,Kirundo,Ntega,Nyabisindu,colline
BUTANYERERA,Kirundo,Ntega,Nyemera,colline
BUTANYERERA,Kirundo,Ntega,Rugese,colline
BUTANYERERA,Kirundo,Nyamabuye,Bwiza,colline
BUTANYERERA,Kirundo,Nyamabuye,Gitwe,colline
BUTANYERERA,Kirundo,Nyamabuye,Kamwayi,colline
BUTANYERERA,Kirundo,Nyamabuye,Muyumpu,colline
BUTANYERERA,Kirundo,Nyamabuye,Nyamabuye,colline
BUTANYERERA,Kirundo,Nyamabuye,Rukondokondo,colline
BUTANYERERA,Kirundo,Nyamabuye,Ryagihana,colline
BUTANYERERA,Kirundo,Runyankezi,Bugorora,colline
BUTANYERERA,Kirundo,Runyankezi,Gisitwe,colline
BUTANYERERA,Kirundo,Runyankezi,Mwendo,colline
BUTANYERERA,Kirundo,Runyankezi,Ngendo,colline
BUTANYERERA,Kirundo,Runyankezi,Rukore,colline
BUTANYERERA,Kirundo,Runyankezi,Runyankezi,colline
BUTANYERERA,Kirundo,Rushubije,Gatwe,colline
BUTANYERERA,Kirundo,Rushubije,Kanabugiri,colline
BUTANYERERA,Kirundo,Rushubije,Muyinza,colline
BUTANYERERA,Kirundo,Rushubije,Nkorwe,colline
BUTANYERERA,Kirundo,Rushubije,Nyakibingo,colline
BUTANYERERA,Kirundo,Rushubije,Rushubije,colline
BUTANYERERA,Kirundo,Rushubije,Rwimbogo,colline
BUTANYERERA,Kirundo,Vumbi,Butsimba,colline
BUTANYERERA,Kirundo,Vumbi,Gasura,colline
BUTANYERERA,Kirundo,Vumbi,Gikomero,colline
BUTANYERERA,Kirundo,Vumbi,Kabuye,colline
BUTANYERERA,Kirundo,Vumbi,Mbasi,colline
BUTANYERERA,Kirundo,Vumbi,Nyabikenke,colline
BUTANYERERA,Kirundo,Vumbi,Rwimanzovu,colline
BUTANYERERA,Kirundo,Vumbi,Shororo,colline
BUTANYERERA,Kirundo,Vumbi,Vumbi,colline
BUTANYERERA,Matongo,Banga,Banga,colline
BUTANYERERA,Matongo,Banga,Bihunge,colline
BUTANYERERA,Matongo,Banga,Matongo,colline
BUTANYERERA,Matongo,Banga,Mpemba,colline
BUTANYERERA,Matongo,Banga,Munini,colline
BUTANYERERA,Matongo,Banga,Murambi,colline
BUTANYERERA,Matongo,Banga,Mutarure,colline
BUTANYERERA,Matongo,Banga,Nyakibingo,colline
BUTANYERERA,Matongo,Banga,Rudehe,colline
BUTANYERERA,Matongo,Burarana,Burarana,colline
BUTANYERERA,Matongo,Burarana,Butuhurana,colline
BUTANYERERA,Matongo,Burarana,Bwisange,colline
BUTANYERERA,Matongo,Burarana,Kijuri,colline
BUTANYERERA,Matongo,Burarana,Mikamba,colline
BUTANYERERA,Matongo,Burarana,Nyarurambi,colline
BUTANYERERA,Matongo,Burarana,Ruvumu,colline
BUTANYERERA,Matongo,Busangana,Burarana,colline
BUTANYERERA,Matongo,Busangana,Busangana,colline
BUTANYERERA,Matongo,Busangana,Busekera,colline
BUTANYERERA,Matongo,Busangana,Gashishima,colline
BUTANYERERA,Matongo,Busangana,Kigereka,colline
BUTANYERERA,Matongo,Busangana,Nyambo,colline
BUTANYERERA,Matongo,Busangana,Rwantsinda,colline
BUTANYERERA,Matongo,Busangana,Rusha,colline
BUTANYERERA,Matongo,Butaganzwa,Busokoza,colline
BUTANYERERA,Matongo,Butaganzwa,Gahise,colline
BUTANYERERA,Matongo,Butaganzwa,Gatabo,colline
BUTANYERERA,Matongo,Butaganzwa,Mufumya,colline
BUTANYERERA,Matongo,Butaganzwa,Muremera,colline
BUTANYERERA,Matongo,Butaganzwa,Nkango,colline
BUTANYERERA,Matongo,Butaganzwa,Nyarurama,colline
BUTANYERERA,Matongo,Butaganzwa,Rukambura,colline
BUTANYERERA,Matongo,Gatara,Gakenke,colline
BUTANYERERA,Matongo,Gatara,Gihororo,colline
BUTANYERERA,Matongo,Gatara,Karambi,colline
BUTANYERERA,Matongo,Gatara,Kivuruga,colline
BUTANYERERA,Matongo,Gatara,Muhingira,colline
BUTANYERERA,Matongo,Gatara,Murago,colline
BUTANYERERA,Matongo,Gatara,Nyarurambi,colline
BUTANYERERA,Matongo,Gatara,Ruhengeri,colline
BUTANYERERA,Matongo,Kabuye,Camizi,colline
BUTANYERERA,Matongo,Kabuye,Gitwe,colline
BUTANYERERA,Matongo,Kabuye,Kabuye,colline
BUTANYERERA,Matongo,Kabuye,Kinyovu,colline
BUTANYERERA,Matongo,Kabuye,Munyinya,colline
BUTANYERERA,Matongo,Kabuye,Musonge,colline
BUTANYERERA,Matongo,Kabuye,Nteko,colline
BUTANYERERA,Matongo,Kabuye,Rukoma,colline
BUTANYERERA,Matongo,Mbirizi,Kanyankuru,colline
BUTANYERERA,Matongo,Mbirizi,Karurusi,colline
BUTANYERERA,Matongo,Mbirizi,Kibaribari,colline
BUTANYERERA,Matongo,Mbirizi,Kibayi,colline
BUTANYERERA,Matongo,Mbirizi,Kibenga,colline
BUTANYERERA,Matongo,Mbirizi,Mbirizi,colline
BUTANYERERA,Matongo,Mbirizi,Mudusi,colline
BUTANYERERA,Matongo,Mbirizi,Munini,colline
BUTANYERERA,Matongo,Mbirizi,Rubagabaga,colline
BUTANYERERA,Matongo,Ngoro,Gisyo,colline
BUTANYERERA,Matongo,Ngoro,Gitwenge,colline
BUTANYERERA,Matongo,Ngoro,Kabungo,colline
BUTANYERERA,Matongo,Ngoro,Kigume,colline
BUTANYERERA,Matongo,Ngoro,Migende,colline
BUTANYERERA,Matongo,Ngoro,Ngendo,colline
BUTANYERERA,Matongo,Ngoro,Ngoro,colline
BUTANYERERA,Matongo,Ngoro,Nteko,colline
BUTANYERERA,Matongo,Ngoro,Rwankuba,colline
BUTANYERERA,Matongo,Ngoro,Shinya,colline
BUTANYERERA,Matongo,Ninga,Bumba,colline
BUTANYERERA,Matongo,Ninga,Gikungere,colline
BUTANYERERA,Matongo,Ninga,Munyinya,colline
BUTANYERERA,Matongo,Ninga,Ninga,colline
BUTANYERERA,Matongo,Ninga,Rugoma,colline
BUTANYERERA,Matongo,Nyabibuye,Kigarama,colline
BUTANYERERA,Matongo,Nyabibuye,Kigwandi,colline
BUTANYERERA,Matongo,Nyabibuye,Kiryama,colline
BUTANYERERA,Matongo,Nyabibuye,Musema,colline
BUTANYERERA,Matongo,Nyabibuye,Nyabibuye,colline
BUTANYERERA,Matongo,Nyabibuye,Shembati,colline
BUTANYERERA,Matongo,Ruganza,Bandaga,colline
BUTANYERERA,Matongo,Ruganza,Burengo,colline
BUTANYERERA,Matongo,Ruganza,Bwayi,colline
BUTANYERERA,Matongo,Ruganza,Gasare,colline
BUTANYERERA,Matongo,Ruganza,Kibavu,colline
BUTANYERERA,Matongo,Ruganza,Kivumu,colline
BUTANYERERA,Matongo,Ruganza,Muganza,colline
BUTANYERERA,Matongo,Ruganza,Mvumvu,colline
BUTANYERERA,Matongo,Ruganza,Ngoro,colline
BUTANYERERA,Matongo,Ruganza,Nyarumanga,colline
BUTANYERERA,Matongo,Ruganza,Ruganza,colline
BUTANYERERA,Muhanga,Bisha,Bisha,colline
BUTANYERERA,Muhanga,Bisha,Bishuri,colline
BUTANYERERA,Muhanga,Bisha,Gatare,colline
BUTANYERERA,Muhanga,Bisha,Kabuye,colline
BUTANYERERA,Muhanga,Bisha,Karehe,colline
BUTANYERERA,Muhanga,Bisha,Nyabitwe,colline
BUTANYERERA,Muhanga,Bisha,Nyamonde,colline
BUTANYERERA,Muhanga,Bisha,Rubirizi,colline
BUTANYERERA,Muhanga,Bisha,Tara,colline
BUTANYERERA,Muhanga,Gaheta,Butanyerera,colline
BUTANYERERA,Muhanga,Gaheta,Gacokwe,colline
BUTANYERERA,Muhanga,Gaheta,Gipfuvya,colline
BUTANYERERA,Muhanga,Gaheta,Karama,colline
BUTANYERERA,Muhanga,Gaheta,Muzumure,colline
BUTANYERERA,Muhanga,Gaheta,Nyabiyogi,colline
BUTANYERERA,Muhanga,Gahombo,Businde,colline
BUTANYERERA,Muhanga,Gahombo,Butezi,colline
BUTANYERERA,Muhanga,Gahombo,Gahombo,colline
BUTANYERERA,Muhanga,Gahombo,Gakuro,colline
BUTANYERERA,Muhanga,Gahombo,Gishunzi,colline
BUTANYERERA,Muhanga,Gahombo,Karinzi,colline
BUTANYERERA,Muhanga,Gahombo,Kinyonga,colline
BUTANYERERA,Muhanga,Gahombo,Kivoga,colline
BUTANYERERA,Muhanga,Gahombo,Kiyange,colline
BUTANYERERA,Muhanga,Gahombo,Mikoni,colline
BUTANYERERA,Muhanga,Gahombo,Rukago,colline
BUTANYERERA,Muhanga,Gahombo,Ruzingati,colline
BUTANYERERA,Muhanga,Gikomero,Gikomero,colline
BUTANYERERA,Muhanga,Gikomero,Kaguruka,colline
BUTANYERERA,Muhanga,Gikomero,Kiguruka,colline
BUTANYERERA,Muhanga,Gikomero,Kirahamira,colline
BUTANYERERA,Muhanga,Gikomero,Musagara,colline
BUTANYERERA,Muhanga,Gikomero,Rubungu,colline
BUTANYERERA,Muhanga,Gikomero,Rusave,colline
BUTANYERERA,Muhanga,Muhanga,Gaharo,colline
BUTANYERERA,Muhanga,Muhanga,Gashibuka,colline
BUTANYERERA,Muhanga,Muhanga,Kibimba,colline
BUTANYERERA,Muhanga,Muhanga,Mbaba,colline
BUTANYERERA,Muhanga,Muhanga,Muhanga,colline
BUTANYERERA,Muhanga,Muhanga,Musama,colline
BUTANYERERA,Muhanga,Muhanga,Mwendo,colline
BUTANYERERA,Muhanga,Muhanga,Ngoma,colline
BUTANYERERA,Muhanga,Muhanga,Rugamba,colline
BUTANYERERA,Muhanga,Muhanga,Rushenza,colline
BUTANYERERA,Muhanga,Mibazi,Ceyerezi,colline
BUTANYERERA,Muhanga,Mibazi,Gasenyi,colline
BUTANYERERA,Muhanga,Mibazi,Gatozo,colline
BUTANYERERA,Muhanga,Mibazi,Kanyundo,colline
BUTANYERERA,Muhanga,Mibazi,Masanze,colline
BUTANYERERA,Muhanga,Mibazi,Mbogwe,colline
BUTANYERERA,Muhanga,Mibazi,Mibazi,colline
BUTANYERERA,Muhanga,Mibazi,Ndava,colline
BUTANYERERA,Muhanga,Mibazi,Nyamwera,colline
BUTANYERERA,Muhanga,Mibazi,Sakinyinya,colline
BUTANYERERA,Muhanga,Mubogora,Bushoka,colline
BUTANYERERA,Muhanga,Mubogora,Gatura,colline
BUTANYERERA,Muhanga,Mubogora,Gisara,colline
BUTANYERERA,Muhanga,Mubogora,Gitamo,colline
BUTANYERERA,Muhanga,Mubogora,Kivuzo,colline
BUTANYERERA,Muhanga,Mubogora,Mubogora,colline
BUTANYERERA,Muhanga,Mubogora,Nyamitanga,colline
BUTANYERERA,Muhanga,Mubogora,Nyarurambi,colline
BUTANYERERA,Muhanga,Mubogora,Rubanga,colline
BUTANYERERA,Muhanga,Mubogora,Rushubi,colline
BUTANYERERA,Muhanga,Nzewe,Bigugo,colline
BUTANYERERA,Muhanga,Nzewe,Butwe,colline
BUTANYERERA,Muhanga,Nzewe,Gasave,colline
BUTANYERERA,Muhanga,Nzewe,Jimbi,colline
BUTANYERERA,Muhanga,Nzewe,Kavuvuma,colline
BUTANYERERA,Muhanga,Nzewe,Kivuvuma,colline
BUTANYERERA,Muhanga,Nzewe,Mwenene,colline
BUTANYERERA,Muhanga,Nzewe,Nzewe,colline
BUTANYERERA,Muhanga,Nzewe,Rukanu,colline
BUTANYERERA,Muhanga,Nzewe,Shurugumya,colline
BUTANYERERA,Muhanga,Rango,Gihororo,colline
BUTANYERERA,Muhanga,Rango,Gitibu,colline
BUTANYERERA,Muhanga,Rango,Nyabibuye,colline
BUTANYERERA,Muhanga,Rango,Nyarusange,colline
BUTANYERERA,Muhanga,Rango,Rama,colline
BUTANYERERA,Muhanga,Rango,Rango,colline
BUTANYERERA,Muhanga,Rango,Ruhinga,colline
BUTANYERERA,Ngozi,Buhiga,Busoro,colline
BUTANYERERA,Ngozi,Buhiga,Gahwazi,colline
BUTANYERERA,Ngozi,Buhiga,Gakeceri,colline
BUTANYERERA,Ngozi,Buhiga,Kinyana,colline
BUTANYERERA,Ngozi,Buhiga,Makombe,colline
BUTANYERERA,Ngozi,Buhiga,Masama,colline
BUTANYERERA,Ngozi,Busiga,Bitambwe,colline
BUTANYERERA,Ngozi,Busiga,Caga,colline
BUTANYERERA,Ngozi,Busiga,Kididiri,colline
BUTANYERERA,Ngozi,Busiga,Kigufi,colline
BUTANYERERA,Ngozi,Busiga,Mihigo,colline
BUTANYERERA,Ngozi,Busiga,Muremera,colline
BUTANYERERA,Ngozi,Busiga,Mutumba,colline
BUTANYERERA,Ngozi,Busiga,Muyogoro,colline
BUTANYERERA,Ngozi,Busiga,Nyange,colline
BUTANYERERA,Ngozi,Busiga,Rubari,colline
BUTANYERERA,Ngozi,Busiga,Rugori,colline
BUTANYERERA,Ngozi,Busiga,Rwanyege,colline
BUTANYERERA,Ngozi,Buye,Buye,colline
BUTANYERERA,Ngozi,Buye,Hayiro,colline
BUTANYERERA,Ngozi,Buye,Muremera,colline
BUTANYERERA,Ngozi,Buye,Mushitsi,colline
BUTANYERERA,Ngozi,Buye,Nyarugunda,colline
BUTANYERERA,Ngozi,Buye,Nzove,colline
BUTANYERERA,Ngozi,Gatsinda,Buhanda,colline
BUTANYERERA,Ngozi,Gatsinda,Buziragahama,colline
BUTANYERERA,Ngozi,Gatsinda,Gatsinda,colline
BUTANYERERA,Ngozi,Gatsinda,Gitundwe,colline
BUTANYERERA,Ngozi,Gatsinda,Kayanza,colline
BUTANYERERA,Ngozi,Gatsinda,Kibindi,colline
BUTANYERERA,Ngozi,Gatsinda,Murama,colline
BUTANYERERA,Ngozi,Gatsinda,Rukurazo,colline
BUTANYERERA,Ngozi,Gatsinda,Rwarangabo,colline
BUTANYERERA,Ngozi,Gatsinda,Sabanerwa,colline
BUTANYERERA,Ngozi,Makaba,Gihoma,colline
BUTANYERERA,Ngozi,Makaba,Kivuzo,colline
BUTANYERERA,Ngozi,Makaba,Makaba,colline
BUTANYERERA,Ngozi,Makaba,Nkero,colline
BUTANYERERA,Ngozi,Makaba,Rwahirwa,colline
BUTANYERERA,Ngozi,Mivo,Cigumije,colline
BUTANYERERA,Ngozi,Mivo,Gasebeyi,colline
BUTANYERERA,Ngozi,Mivo,Gitwenzi,colline
BUTANYERERA,Ngozi,Mivo,Hina,colline
BUTANYERERA,Ngozi,Mivo,Kambati,colline
BUTANYERERA,Ngozi,Mivo,Kiruri,colline
BUTANYERERA,Ngozi,Mivo,Mirango,colline
BUTANYERERA,Ngozi,Mivo,Mivo,colline
BUTANYERERA,Ngozi,Mivo,Mwungere,colline
BUTANYERERA,Ngozi,Mubuga,Bwiza,colline
BUTANYERERA,Ngozi,Mubuga,Gahengeri,colline
BUTANYERERA,Ngozi,Mubuga,Kavumu,colline
BUTANYERERA,Ngozi,Mubuga,Kayogoro,colline
BUTANYERERA,Ngozi,Mubuga,Mubuga,colline
BUTANYERERA,Ngozi,Mubuga,Nyaruntana,colline
BUTANYERERA,Ngozi,Mubuga,Sare,colline
BUTANYERERA,Ngozi,Mubuga,Shango,colline
BUTANYERERA,Ngozi,Mugomera,Burima,colline
BUTANYERERA,Ngozi,Mugomera,Kimenyi,colline
BUTANYERERA,Ngozi,Mugomera,Mugomera,colline
BUTANYERERA,Ngozi,Mugomera,Ntaho,colline
BUTANYERERA,Ngozi,Mugomera,Nyabihanga,colline
BUTANYERERA,Ngozi,Mugomera,Nyanza,colline
BUTANYERERA,Ngozi,Mugomera,Ruhongore,colline
BUTANYERERA,Ngozi,Mwumba,Bugorora,colline
BUTANYERERA,Ngozi,Mwumba,Gakenke,colline
BUTANYERERA,Ngozi,Mwumba,Gihama,colline
BUTANYERERA,Ngozi,Mwumba,Gitasi,colline
BUTANYERERA,Ngozi,Mwumba,Kabasazi,colline
BUTANYERERA,Ngozi,Mwumba,Kagozi,colline
